
  2020-10-24 00:08:04 621   :   insert into hd_backstageRequest(ip,browser,requestUrl,requestType)values('::1','Chrome','/','GET')
  2020-10-24 15:21:24 284   :   insert into hd_backstageRequest(ip,browser,requestUrl,requestType)values('::1','Chrome','/home/login','POST')

  2020-10-24 15:21:46 000   :   insert into hd_backstageRequest(ip,browser,requestUrl,requestType)values('::1','Chrome','/Home/TestToken','GET')

  2020-10-24 15:21:46 007   :     select * from hd_token where value = 'hhaggg'

  2020-10-24 15:21:50 158   :   select count(*) as count from hd_backstageMenu m left join hd_bsMenuUser mu on m.id = mu.id where mu.uid = 2 and m.str = '/Home/TestToken' and m.isShow = 1 

  2020-10-24 15:23:16 793   :   insert into hd_backstageRequest(ip,browser,requestUrl,requestType)values('::1','Chrome','/Home/TestToken','GET')

  2020-10-24 15:23:16 802   :     select * from hd_token where value = 'hhaggg'

  2020-10-24 15:23:21 006   :   select count(*) as count from hd_backstageMenu m left join hd_bsMenuUser mu on m.id = mu.id where mu.uid = 2 and m.str = '/Home/TestToken' and m.isShow = 1 

  2020-10-24 15:25:00 200   :   insert into hd_backstageRequest(ip,browser,requestUrl,requestType)values('::1','Chrome','/','GET')

  2020-10-24 15:25:07 058   :   insert into hd_backstageRequest(ip,browser,requestUrl,requestType)values('::1','Chrome','/Home/TestToken','GET')

  2020-10-24 15:25:07 103   :     select * from hd_token where value = 'hhaggg'

  2020-10-24 15:25:07 115   :   select count(*) as count from hd_backstageMenu m left join hd_bsMenuUser mu on m.id = mu.id where mu.uid = 2 and m.str = '/home/testtoken' and m.isShow = 1 

  2020-10-24 15:25:09 104   :   insert into hd_backstageRequest(ip,browser,requestUrl,requestType)values('::1','Chrome','/Home/TestToken','GET')

  2020-10-24 15:25:09 111   :     select * from hd_token where value = 'hhaggg'

  2020-10-24 15:25:09 117   :   select count(*) as count from hd_backstageMenu m left join hd_bsMenuUser mu on m.id = mu.id where mu.uid = 2 and m.str = '/home/testtoken' and m.isShow = 1 

  2020-10-24 15:25:25 887   :   insert into hd_backstageRequest(ip,browser,requestUrl,requestType)values('::1','Chrome','/Home/TestToken','GET')

  2020-10-24 15:25:25 894   :     select * from hd_token where value = 'hhaggg'

  2020-10-24 15:25:25 899   :   select count(*) as count from hd_backstageMenu m left join hd_bsMenuUser mu on m.id = mu.id where mu.uid = 2 and m.str = '/home/testtoken' and m.isShow = 1 

  2020-10-24 15:26:02 440   :   insert into hd_backstageRequest(ip,browser,requestUrl,requestType)values('::1','Chrome','/Home/TestToken','GET')

  2020-10-24 15:26:02 485   :     select * from hd_token where value = 'hhaggg'

  2020-10-24 15:26:04 876   :   select count(*) as count from hd_backstageMenu m left join hd_bsMenuUser mu on m.id = mu.id where mu.uid = 2 and m.str = '/home/testtoken' and m.isShow = 1 

  2020-10-24 15:26:30 561   :   insert into hd_backstageRequest(ip,browser,requestUrl,requestType)values('::1','Chrome','/Home/TestToken','GET')

  2020-10-24 15:26:30 605   :     select * from hd_token where value = 'hhaggg'

  2020-10-24 15:27:23 171   :   select count(*) as count from hd_backstageMenu m left join hd_bsMenuUser mu on m.id = mu.id where mu.uid = 2 and m.str = '/home/testtoken' and m.isShow = 1 

  2020-10-24 15:27:25 512   :   insert into hd_backstageRequest(ip,browser,requestUrl,requestType)values('::1','Chrome','/Home/TestToken','GET')

  2020-10-24 15:27:25 519   :     select * from hd_token where value = 'hhaggg'

  2020-10-24 15:27:28 786   :   select count(*) as count from hd_backstageMenu m left join hd_bsMenuUser mu on m.id = mu.id where mu.uid = 2 and m.str = '/home/testtoken' and m.isShow = 1 

  2020-10-24 15:28:16 646   :   insert into hd_backstageRequest(ip,browser,requestUrl,requestType)values('::1','Chrome','/','GET')

  2020-10-24 15:28:23 353   :   insert into hd_backstageRequest(ip,browser,requestUrl,requestType)values('::1','Chrome','/Home/TestToken','GET')

  2020-10-24 15:28:23 362   :     select * from hd_token where value = 'hhaggg'

  2020-10-24 15:28:26 359   :   select count(*) as count from hd_backstageMenu m left join hd_bsMenuUser mu on m.id = mu.id where mu.uid = 2 and m.str = '/home/testtoken' and m.isShow = 1 

  2020-10-24 15:28:41 972   :   insert into hd_backstageRequest(ip,browser,requestUrl,requestType)values('::1','Chrome','/home/login','POST')

  2020-10-24 15:28:44 279   :   insert into hd_backstageRequest(ip,browser,requestUrl,requestType)values('::1','Chrome','/Home/TestToken','GET')

  2020-10-24 15:28:44 324   :     select * from hd_token where value = 'jiayouya123456'

  2020-10-24 15:28:47 371   :   select count(*) as count from hd_backstageMenu m left join hd_bsMenuUser mu on m.id = mu.id where mu.uid = 1 and m.str = '/home/testtoken' and m.isShow = 1 

  2020-10-24 15:29:07 857   :   insert into hd_backstageRequest(ip,browser,requestUrl,requestType)values('::1','Chrome','/Home/TestToken','GET')

  2020-10-24 15:29:07 902   :     select * from hd_token where value = 'jiayouya123456'

  2020-10-24 15:29:38 756   :   select count(*) as count from hd_backstageMenu m left join hd_bsMenuUser mu on m.id = mu.id where mu.uid = 1 and m.str = '/home/testtoken' and m.isShow = 1 

  2020-10-24 15:29:59 691   :   insert into hd_backstageRequest(ip,browser,requestUrl,requestType)values('::1','Chrome','/home/login','POST')

  2020-10-24 15:30:02 280   :   insert into hd_backstageRequest(ip,browser,requestUrl,requestType)values('::1','Chrome','/Home/TestToken','GET')

  2020-10-24 15:30:02 325   :     select * from hd_token where value = 'jiayouya123456'

  2020-10-24 15:30:05 109   :   select count(*) as count from hd_backstageMenu m left join hd_bsMenuUser mu on m.id = mu.id where mu.uid = 4 and m.str = '/home/testtoken' and m.isShow = 1 

  2020-10-24 15:30:53 689   :   insert into hd_backstageRequest(ip,browser,requestUrl,requestType)values('::1','Chrome','/','GET')

  2020-10-24 15:30:56 128   :   insert into hd_backstageRequest(ip,browser,requestUrl,requestType)values('::1','Chrome','/Home/TestToken','GET')

  2020-10-24 15:30:56 136   :     select * from hd_token where value = 'jiayouya123456'

  2020-10-24 15:31:07 338   :   select count(*) as count from hd_backstageMenu m left join hd_bsMenuUser mu on m.id = mu.id where mu.uid = 4 and m.str = '/home/testtoken' and m.isShow = 1 

  2020-10-24 15:31:15 169   :   insert into hd_backstageRequest(ip,browser,requestUrl,requestType)values('::1','Chrome','/Home/TestToken','GET')

  2020-10-24 15:31:15 214   :     select * from hd_token where value = 'jiayouya123456'

  2020-10-24 15:31:15 220   :   select count(*) as count from hd_backstageMenu m left join hd_bsMenuUser mu on m.id = mu.id where mu.uid = 4 and m.str = '/home/testtoken' and m.isShow = 1 

  2020-10-24 16:32:58 216   :   insert into hd_backstageRequest(ip,browser,requestUrl,requestType)values('::1','Chrome','/','GET')

  2020-10-24 16:34:35 322   :   insert into hd_backstageRequest(ip,browser,requestUrl,requestType)values('::1','Chrome','/home/login','POST')

  2020-10-24 16:37:45 607   :   insert into hd_backstageRequest(ip,browser,requestUrl,requestType)values('::1','Chrome','/home/login','POST')

  2020-10-24 16:38:36 294   :   insert into hd_backstageRequest(ip,browser,requestUrl,requestType)values('::1','Chrome','/Menu/GetMenus','GET')

  2020-10-24 16:38:36 301   :     select * from hd_token where value = 'jiayouya123456'

  2020-10-24 16:38:39 128   :   insert into hd_backstageRequest(ip,browser,requestUrl,requestType)values('::1','Chrome','/Menu/GetMenus','GET')

  2020-10-24 16:38:39 137   :     select * from hd_token where value = 'jiayouya123456'

  2020-10-24 16:39:03 857   :   insert into hd_backstageRequest(ip,browser,requestUrl,requestType)values('::1','Chrome','/home/login','POST')

  2020-10-24 16:39:03 920   :   insert into hd_backstageRequest(ip,browser,requestUrl,requestType)values('::1','Chrome','/Menu/GetMenus','GET')

  2020-10-24 16:39:03 927   :     select * from hd_token where value = 'jiayouya123456'

  2020-10-24 16:39:31 601   :   insert into hd_backstageRequest(ip,browser,requestUrl,requestType)values('::1','Chrome','/Menu/GetMenus','GET')

  2020-10-24 16:39:31 640   :     select * from hd_token where value = 'jiayouya123456'

  2020-10-24 16:39:31 647   :   select count(*) as count from hd_backstageMenu m left join hd_bsMenuUser mu on m.id = mu.bsMenuId where mu.uid = 4 and m.str = '/menu/getmenus' and m.isShow = 1 

  2020-10-24 16:39:45 775   :   insert into hd_backstageRequest(ip,browser,requestUrl,requestType)values('::1','Chrome','/Menu/GetMenus','GET')

  2020-10-24 16:39:45 784   :     select * from hd_token where value = 'jiayouya123456'

  2020-10-24 16:39:45 791   :   select count(*) as count from hd_backstageMenu m left join hd_bsMenuUser mu on m.id = mu.bsMenuId where mu.uid = 4 and m.str = '/menu/getmenus' and m.isShow = 1 

  2020-10-24 16:40:59 665   :   insert into hd_backstageRequest(ip,browser,requestUrl,requestType)values('::1','Chrome','/Menu/GetMenus','GET')

  2020-10-24 16:40:59 672   :     select * from hd_token where value = 'jiayouya123456'

  2020-10-24 16:40:59 681   :   select count(*) as count from hd_backstageMenu m left join hd_bsMenuUser mu on m.id = mu.bsMenuId where mu.uid = 4 and m.str = '/menu/getmenus' and m.isShow = 1 

  2020-10-24 16:41:04 574   :   insert into hd_backstageRequest(ip,browser,requestUrl,requestType)values('::1','Chrome','/Menu/GetMenus','GET')

  2020-10-24 16:41:04 622   :     select * from hd_token where value = 'jiayouya123456'

  2020-10-24 16:41:04 628   :   select count(*) as count from hd_backstageMenu m left join hd_bsMenuUser mu on m.id = mu.bsMenuId where mu.uid = 4 and m.str = '/menu/getmenus' and m.isShow = 1 

  2020-10-24 16:41:32 393   :   insert into hd_backstageRequest(ip,browser,requestUrl,requestType)values('::1','Chrome','/Menu/GetMenus','GET')

  2020-10-24 16:41:32 435   :     select * from hd_token where value = 'jiayouya123456'

  2020-10-24 16:41:32 442   :   select count(*) as count from hd_backstageMenu m left join hd_bsMenuUser mu on m.id = mu.bsMenuId where mu.uid = 4 and m.str = '/menu/getmenus' and m.isShow = 1 

  2020-10-24 16:42:54 447   :   insert into hd_backstageRequest(ip,browser,requestUrl,requestType)values('::1','Chrome','/Menu/GetMenus','GET')

  2020-10-24 16:42:54 493   :     select * from hd_token where value = 'jiayouya123456'

  2020-10-24 16:42:54 499   :   select count(*) as count from hd_backstageMenu m left join hd_bsMenuUser mu on m.id = mu.bsMenuId where mu.uid = 4 and m.str = '/menu/getmenus' and m.isShow = 1 

  2020-10-24 16:43:01 617   :   select m.* from hd_backstageMenu m left join hd_bsMenuUser mu on mu.bsMenuId = m.id where mu.uid = 4 and m.type = 1 or m.type = 3 order by m.sort

  2020-10-24 16:43:19 960   :   insert into hd_backstageRequest(ip,browser,requestUrl,requestType)values('::1','Chrome','/Menu/GetMenus','GET')

  2020-10-24 16:43:20 009   :     select * from hd_token where value = 'jiayouya123456'

  2020-10-24 16:43:20 015   :   select count(*) as count from hd_backstageMenu m left join hd_bsMenuUser mu on m.id = mu.bsMenuId where mu.uid = 4 and m.str = '/menu/getmenus' and m.isShow = 1 

  2020-10-24 16:43:20 021   :   select m.* from hd_backstageMenu m left join hd_bsMenuUser mu on mu.bsMenuId = m.id where mu.uid = 4 and m.type = 1 or m.type = 3 order by m.sort

  2020-10-24 17:08:03 197   :   insert into hd_backstageRequest(ip,browser,requestUrl,requestType)values('::1','Chrome','/','GET')

  2020-10-24 17:08:58 458   :   insert into hd_backstageRequest(ip,browser,requestUrl,requestType)values('::1','Chrome','/Menu/GetMenus','GET')

  2020-10-24 17:08:58 504   :     select * from hd_token where value = 'jiayouya123456'

  2020-10-24 17:08:58 515   :   select count(*) as count from hd_backstageMenu m left join hd_bsMenuUser mu on m.id = mu.bsMenuId where mu.uid = 4 and m.str = '/menu/getmenus' and m.isShow = 1 

  2020-10-24 17:08:58 533   :   select m.* from hd_backstageMenu m left join hd_bsMenuUser mu on mu.bsMenuId = m.id where mu.uid = 4 and m.type = 1 or m.type = 3 order by m.sort

  2020-10-24 17:13:32 577   :   insert into hd_backstageRequest(ip,browser,requestUrl,requestType)values('::1','Chrome','/','GET')

  2020-10-24 17:13:36 486   :   insert into hd_backstageRequest(ip,browser,requestUrl,requestType)values('::1','Chrome','/Menu/GetMenus','GET')

  2020-10-24 17:13:36 532   :     select * from hd_token where value = 'jiayouya123456'

  2020-10-24 17:13:36 543   :   select count(*) as count from hd_backstageMenu m left join hd_bsMenuUser mu on m.id = mu.bsMenuId where mu.uid = 4 and m.str = '/menu/getmenus' and m.isShow = 1 

  2020-10-24 17:13:36 559   :   select m.* from hd_backstageMenu m left join hd_bsMenuUser mu on mu.bsMenuId = m.id where mu.uid = 4 and m.type = 1 or m.type = 3 order by m.sort

  2020-10-24 17:14:47 431   :   insert into hd_backstageRequest(ip,browser,requestUrl,requestType)values('::1','Chrome','/','GET')

  2020-10-24 17:14:48 159   :   insert into hd_backstageRequest(ip,browser,requestUrl,requestType)values('::1','Chrome','/Menu/GetMenus','GET')

  2020-10-24 17:14:48 173   :     select * from hd_token where value = 'jiayouya123456'

  2020-10-24 17:14:48 184   :   select count(*) as count from hd_backstageMenu m left join hd_bsMenuUser mu on m.id = mu.bsMenuId where mu.uid = 4 and m.str = '/menu/getmenus' and m.isShow = 1 

  2020-10-24 17:14:48 199   :   select m.* from hd_backstageMenu m left join hd_bsMenuUser mu on mu.bsMenuId = m.id where mu.uid = 4 and m.type = 1 or m.type = 3 order by m.sort

  2020-10-24 17:21:50 446   :   insert into hd_backstageRequest(ip,browser,requestUrl,requestType)values('::1','Chrome','/','GET')

  2020-10-24 17:21:50 586   :   insert into hd_backstageRequest(ip,browser,requestUrl,requestType)values('::1','Chrome','/Menu/GetMenus','GET')

  2020-10-24 17:21:50 593   :     select * from hd_token where value = 'jiayouya123456'

  2020-10-24 17:21:50 604   :   select count(*) as count from hd_backstageMenu m left join hd_bsMenuUser mu on m.id = mu.bsMenuId where mu.uid = 4 and m.str = '/menu/getmenus' and m.isShow = 1 

  2020-10-24 17:21:50 620   :   select m.* from hd_backstageMenu m left join hd_bsMenuUser mu on mu.bsMenuId = m.id where mu.uid = 4 and m.type = 1 or m.type = 3 order by m.sort

  2020-10-24 17:22:30 856   :   insert into hd_backstageRequest(ip,browser,requestUrl,requestType)values('::1','Chrome','/Menu/GetMenus','GET')

  2020-10-24 17:22:30 901   :     select * from hd_token where value = 'jiayouya123456'

  2020-10-24 17:22:30 907   :   select count(*) as count from hd_backstageMenu m left join hd_bsMenuUser mu on m.id = mu.bsMenuId where mu.uid = 4 and m.str = '/menu/getmenus' and m.isShow = 1 

  2020-10-24 17:22:30 912   :   select m.* from hd_backstageMenu m left join hd_bsMenuUser mu on mu.bsMenuId = m.id where mu.uid = 4 and m.type = 1 or m.type = 3 order by m.sort

  2020-10-24 17:32:24 209   :   insert into hd_backstageRequest(ip,browser,requestUrl,requestType)values('::1','Chrome','/Menu/GetMenus','GET')

  2020-10-24 17:32:24 255   :     select * from hd_token where value = 'jiayouya123456'

  2020-10-24 17:32:24 261   :   select count(*) as count from hd_backstageMenu m left join hd_bsMenuUser mu on m.id = mu.bsMenuId where mu.uid = 4 and m.str = '/menu/getmenus' and m.isShow = 1 

  2020-10-24 17:32:24 267   :   select m.* from hd_backstageMenu m left join hd_bsMenuUser mu on mu.bsMenuId = m.id where mu.uid = 4 and m.type = 1 or m.type = 3 order by m.sort

  2020-10-24 17:33:11 576   :   insert into hd_backstageRequest(ip,browser,requestUrl,requestType)values('::1','Chrome','/Menu/GetMenus','GET')

  2020-10-24 17:33:11 624   :     select * from hd_token where value = 'jiayouya123456'

  2020-10-24 17:33:11 630   :   select count(*) as count from hd_backstageMenu m left join hd_bsMenuUser mu on m.id = mu.bsMenuId where mu.uid = 4 and m.str = '/menu/getmenus' and m.isShow = 1 

  2020-10-24 17:33:11 636   :   select m.* from hd_backstageMenu m left join hd_bsMenuUser mu on mu.bsMenuId = m.id where mu.uid = 4 and m.type = 1 or m.type = 3 order by m.sort

  2020-10-24 17:33:30 281   :   insert into hd_backstageRequest(ip,browser,requestUrl,requestType)values('::1','Chrome','/Menu/GetMenus','GET')

  2020-10-24 17:33:30 326   :     select * from hd_token where value = 'jiayouya123456'

  2020-10-24 17:33:30 331   :   select count(*) as count from hd_backstageMenu m left join hd_bsMenuUser mu on m.id = mu.bsMenuId where mu.uid = 4 and m.str = '/menu/getmenus' and m.isShow = 1 

  2020-10-24 17:33:30 336   :   select m.* from hd_backstageMenu m left join hd_bsMenuUser mu on mu.bsMenuId = m.id where mu.uid = 4 and m.type = 1 or m.type = 3 order by m.sort

  2020-10-24 17:34:22 303   :   insert into hd_backstageRequest(ip,browser,requestUrl,requestType)values('::1','Chrome','/Menu/GetMenus','GET')

  2020-10-24 17:34:22 350   :     select * from hd_token where value = 'jiayouya123456'

  2020-10-24 17:34:22 357   :   select count(*) as count from hd_backstageMenu m left join hd_bsMenuUser mu on m.id = mu.bsMenuId where mu.uid = 4 and m.str = '/menu/getmenus' and m.isShow = 1 

  2020-10-24 17:34:22 365   :   select m.* from hd_backstageMenu m left join hd_bsMenuUser mu on mu.bsMenuId = m.id where mu.uid = 4 and m.type = 1 or m.type = 3 order by m.sort

  2020-10-24 17:34:24 065   :   insert into hd_backstageRequest(ip,browser,requestUrl,requestType)values('::1','Chrome','/Menu/GetMenus','GET')

  2020-10-24 17:34:24 074   :     select * from hd_token where value = 'jiayouya123456'

  2020-10-24 17:34:24 082   :   select count(*) as count from hd_backstageMenu m left join hd_bsMenuUser mu on m.id = mu.bsMenuId where mu.uid = 4 and m.str = '/menu/getmenus' and m.isShow = 1 

  2020-10-24 17:34:24 087   :   select m.* from hd_backstageMenu m left join hd_bsMenuUser mu on mu.bsMenuId = m.id where mu.uid = 4 and m.type = 1 or m.type = 3 order by m.sort

  2020-10-24 17:35:24 671   :   insert into hd_backstageRequest(ip,browser,requestUrl,requestType)values('::1','Chrome','/Menu/GetMenus','GET')

  2020-10-24 17:35:24 719   :     select * from hd_token where value = 'jiayouya123456'

  2020-10-24 17:35:24 725   :   select count(*) as count from hd_backstageMenu m left join hd_bsMenuUser mu on m.id = mu.bsMenuId where mu.uid = 4 and m.str = '/menu/getmenus' and m.isShow = 1 

  2020-10-24 17:35:24 734   :   select m.* from hd_backstageMenu m left join hd_bsMenuUser mu on mu.bsMenuId = m.id where mu.uid = 4 and m.type = 1 or m.type = 3 order by m.sort

  2020-10-24 17:35:30 857   :   insert into hd_backstageRequest(ip,browser,requestUrl,requestType)values('::1','Chrome','/Menu/GetMenus','GET')

  2020-10-24 17:35:30 865   :     select * from hd_token where value = 'jiayouya123456'

  2020-10-24 17:35:30 873   :   select count(*) as count from hd_backstageMenu m left join hd_bsMenuUser mu on m.id = mu.bsMenuId where mu.uid = 4 and m.str = '/menu/getmenus' and m.isShow = 1 

  2020-10-24 17:35:30 879   :   select m.* from hd_backstageMenu m left join hd_bsMenuUser mu on mu.bsMenuId = m.id where mu.uid = 4 and m.type = 1 or m.type = 3 order by m.sort

  2020-10-24 17:36:15 570   :   insert into hd_backstageRequest(ip,browser,requestUrl,requestType)values('::1','Chrome','/Menu/GetMenus','GET')

  2020-10-24 17:36:15 576   :     select * from hd_token where value = 'jiayouya123456'

  2020-10-24 17:36:15 583   :   select count(*) as count from hd_backstageMenu m left join hd_bsMenuUser mu on m.id = mu.bsMenuId where mu.uid = 4 and m.str = '/menu/getmenus' and m.isShow = 1 

  2020-10-24 17:36:15 590   :   select m.* from hd_backstageMenu m left join hd_bsMenuUser mu on mu.bsMenuId = m.id where mu.uid = 4 and m.type = 1 or m.type = 3 order by m.sort

  2020-10-24 17:36:36 395   :   insert into hd_backstageRequest(ip,browser,requestUrl,requestType)values('::1','Chrome','/Menu/GetMenus','GET')

  2020-10-24 17:36:36 439   :     select * from hd_token where value = 'jiayouya123456'

  2020-10-24 17:36:36 444   :   select count(*) as count from hd_backstageMenu m left join hd_bsMenuUser mu on m.id = mu.bsMenuId where mu.uid = 4 and m.str = '/menu/getmenus' and m.isShow = 1 

  2020-10-24 17:36:36 451   :   select m.* from hd_backstageMenu m left join hd_bsMenuUser mu on mu.bsMenuId = m.id where mu.uid = 4 and m.type = 1 or m.type = 3 order by m.sort

  2020-10-24 17:36:38 789   :   insert into hd_backstageRequest(ip,browser,requestUrl,requestType)values('::1','Chrome','/Menu/GetMenus','GET')

  2020-10-24 17:36:38 835   :     select * from hd_token where value = 'jiayouya123456'

  2020-10-24 17:36:38 841   :   select count(*) as count from hd_backstageMenu m left join hd_bsMenuUser mu on m.id = mu.bsMenuId where mu.uid = 4 and m.str = '/menu/getmenus' and m.isShow = 1 

  2020-10-24 17:36:38 846   :   select m.* from hd_backstageMenu m left join hd_bsMenuUser mu on mu.bsMenuId = m.id where mu.uid = 4 and m.type = 1 or m.type = 3 order by m.sort

  2020-10-24 17:37:36 811   :   insert into hd_backstageRequest(ip,browser,requestUrl,requestType)values('::1','Chrome','/Menu/GetMenus','GET')

  2020-10-24 17:37:36 859   :     select * from hd_token where value = 'jiayouya123456'

  2020-10-24 17:37:36 866   :   select count(*) as count from hd_backstageMenu m left join hd_bsMenuUser mu on m.id = mu.bsMenuId where mu.uid = 4 and m.str = '/menu/getmenus' and m.isShow = 1 

  2020-10-24 17:37:36 873   :   select m.* from hd_backstageMenu m left join hd_bsMenuUser mu on mu.bsMenuId = m.id where mu.uid = 4 and m.type = 1 or m.type = 3 order by m.sort

  2020-10-24 17:38:07 935   :   insert into hd_backstageRequest(ip,browser,requestUrl,requestType)values('::1','Chrome','/Menu/GetMenus','GET')

  2020-10-24 17:38:07 982   :     select * from hd_token where value = 'jiayouya123456'

  2020-10-24 17:38:07 988   :   select count(*) as count from hd_backstageMenu m left join hd_bsMenuUser mu on m.id = mu.bsMenuId where mu.uid = 4 and m.str = '/menu/getmenus' and m.isShow = 1 

  2020-10-24 17:38:07 995   :   select m.* from hd_backstageMenu m left join hd_bsMenuUser mu on mu.bsMenuId = m.id where mu.uid = 4 and m.type = 1 or m.type = 3 order by m.sort

  2020-10-24 17:38:15 080   :   insert into hd_backstageRequest(ip,browser,requestUrl,requestType)values('::1','Chrome','/Menu/GetMenus','GET')

  2020-10-24 17:38:15 090   :     select * from hd_token where value = 'jiayouya123456'

  2020-10-24 17:38:15 098   :   select count(*) as count from hd_backstageMenu m left join hd_bsMenuUser mu on m.id = mu.bsMenuId where mu.uid = 4 and m.str = '/menu/getmenus' and m.isShow = 1 

  2020-10-24 17:38:15 104   :   select m.* from hd_backstageMenu m left join hd_bsMenuUser mu on mu.bsMenuId = m.id where mu.uid = 4 and m.type = 1 or m.type = 3 order by m.sort

  2020-10-24 17:40:20 956   :   insert into hd_backstageRequest(ip,browser,requestUrl,requestType)values('::1','Chrome','/Menu/GetMenus','GET')

  2020-10-24 17:40:21 004   :     select * from hd_token where value = 'jiayouya123456'

  2020-10-24 17:40:21 010   :   select count(*) as count from hd_backstageMenu m left join hd_bsMenuUser mu on m.id = mu.bsMenuId where mu.uid = 4 and m.str = '/menu/getmenus' and m.isShow = 1 

  2020-10-24 17:40:21 017   :   select m.* from hd_backstageMenu m left join hd_bsMenuUser mu on mu.bsMenuId = m.id where mu.uid = 4 and m.type = 1 or m.type = 3 order by m.sort

  2020-10-24 17:40:28 514   :   insert into hd_backstageRequest(ip,browser,requestUrl,requestType)values('::1','Chrome','/Menu/GetMenus','GET')

  2020-10-24 17:40:28 560   :     select * from hd_token where value = 'jiayouya123456'

  2020-10-24 17:40:28 565   :   select count(*) as count from hd_backstageMenu m left join hd_bsMenuUser mu on m.id = mu.bsMenuId where mu.uid = 4 and m.str = '/menu/getmenus' and m.isShow = 1 

  2020-10-24 17:40:28 570   :   select m.* from hd_backstageMenu m left join hd_bsMenuUser mu on mu.bsMenuId = m.id where mu.uid = 4 and m.type = 1 or m.type = 3 order by m.sort

  2020-10-24 18:11:36 493   :   insert into hd_backstageRequest(ip,browser,requestUrl,requestType)values('::1','Chrome','/Menu/GetMenus','GET')

  2020-10-24 18:11:36 503   :     select * from hd_token where value = 'jiayouya123456'

  2020-10-24 18:11:36 509   :   select count(*) as count from hd_backstageMenu m left join hd_bsMenuUser mu on m.id = mu.bsMenuId where mu.uid = 4 and m.str = '/menu/getmenus' and m.isShow = 1 

  2020-10-24 18:11:36 515   :   select m.* from hd_backstageMenu m left join hd_bsMenuUser mu on mu.bsMenuId = m.id where mu.uid = 4 and m.type = 1 or m.type = 3 order by m.sort

  2020-10-24 18:12:34 391   :   insert into hd_backstageRequest(ip,browser,requestUrl,requestType)values('::1','Chrome','/Menu/GetMenus','GET')

  2020-10-24 18:12:34 439   :     select * from hd_token where value = 'jiayouya123456'

